date,platform,text,sentiment
1528674661839,google,I love the new Love Park!! Species with a totally new scene!!!,positive
1528628432895,google,"Beautiful newly renovated park, great walk-through fountains and lots of sitting areas. Outdoor ping pong tables were available on the day I visited. Very inviting park inside a busy City center area.",positive
1528650427217,google,Its tiny but awesome at the same time.,positive
1528674127661,google,"Great place for photos, if you're visiting Philly.",positive
1528627834227,google,Beautiful atmosphere expresses the meaning of love if you're with someone lovely and great for a meeting place,positive
1528653961569,google,Nice place to sit and chat,positive
1528677463062,google,I miss the iconic image of the old park but this make over with seating and ping pong and unique fountain design has me excited for the Summer. Great destination for Pokémon Go as well!,positive
1528754019828,google,"A bit smaller than I thought it would be, be still pretty nice",neutral
1528714926969,google,Update! Removed my 5 stars to just one. The city DESTROYED love park! It is destroyed. So devastating and sad.,negative
1528700495450,google,Simply beautiful,positive
1528746821888,google,Excellent place to relax,positive
1528755878615,google,"(Translated by Google) GREAT!!!!!!!!!!!! I LOVE A PLACE THAT WIDELY IDENTIFIES ""LOVE"", YOU CAN COME TO PHILLY WITHOUT TAKING PHOTOS HERE !!!!!!!!! A BEAUTYAAAAA

(Original)
GENIAL!!!!!!!!!!!! ME ENCANTOOOOOOO UN LUGAR QUE IDENTIFICA AMPLIAMENTE ""EL AMOR"", SE PUEDE VENIR A PHILLY SIN SACARSE FOTOS AQUI!!!!!!!!! UNA BELLEZAAAAAA",positive
1528767389329,google,It's lovely.,positive
1528864600148,google,Beautiful park to wander around and stretch your legs. There are several other sculptures around to enjoy as well.,positive
1528914926842,google,Loved it there,positive
1528925622826,google,Not the same kinda disappointing,negative
1528901964302,google,"(Translated by Google) The unfortunate thing is the number of homeless people in the city

(Original)
Lo lamentable es la cantidad dad de indigentes que hay en la ciudad",negative
1528978503163,google,"I do not like the new look.  cheap looking chairs,  the  look of originality that was  of philly is no longer  here anynore and i think it was purposly designed that way to keep the homeless out and the skateboarders out. The city of Phila is being regentrified and by doing that to love park was they way of saying we here.",negative
1528941199543,google,Completely redone...Completely awesome,positive
1529004931026,google,"It's honestly kind of bland, just some greenery with a famous statue",negative
1529019174010,google,Public park busy during lunch hours.,neutral
1528990328891,google,Beautifully!!,positive
1528973418164,google,"(Translated by Google) Beautiful

(Original)
Bonito",positive
1529086744869,google,This is one of Philadelphia's newest and popular outdoor destinations it offers seating spray pool for the children and free Wi-Fi,positive
1529031686329,google,Is a beautiful place.,positive
1529087092770,google,Nice park,positive
1529211465907,google,Philadelphia Philadelphia was and still is the City of Brotherly Love really felt great being around people from Philly I was right there in the midst of all history before me and those that paved the way for us to be able to enjoy the freedom that we enjoy today in this great country that United States of America God Bless the USA,positive
1529238822990,google,"This place is so beautiful with lots to do with yourself or family. Tables&chairs, walk-thru water sprinkler, lots of benches, beautiful lighting and games.",positive
1529236704203,google,Nice,positive
1529346275647,google,"This place is really beautiful, especially during summer I love it",positive
1529342042776,google,"It is renovated, clean and large space than before.",positive
1529309112943,google,Loved it,positive
1529431170950,google,"A lovely park which is always bright and bustling. As far as the love sculpture is concerned, I suggest standing on the other side and using selfie mode instead of waiting in the long line.",positive
1529414541309,google,"It's a bit smaller than I expected it to be, but still a nice work of art",positive
1529429748838,google,Not enough shade,negative
1529439141127,google,Nice renovations,positive
1529512301605,google,It is beautiful the city did a beautiful job on it,positive
1529538693562,google,"(Translated by Google) I love to go for a walk

(Original)
Me encanta  ir de paseo  😄😄",positive
1529557767862,google,Everything that made Love Park an iconic place has been stripped away leaving a bland and boring space bereft of character. The sign is still there though.,negative
1529599818293,google,I hate it now. It was way better before the make over,negative
1529562320115,google,I really enjoyed ot,positive
1529540197361,google,Cool,positive
1529621761059,google,"(Translated by Google) All very safe for children

(Original)
Todo muy seguro para los niños",positive
1529696365456,google,Iconic sculpture in redesigned urban park near center of town. Tables and chairs invite lunchers. Seems like more concrete than grass but at least it's open space. And there's a geyser-like water feature!,positive
1529695899384,google,Its beautiful and everyone around was nice. Great summer day,positive
1529629423073,google,"Newly renovated, looks great and very clean.",positive
1529674533211,google,Nice place to relax,positive
1529689673683,google,Very clean,positive
1529775477596,google,"Not sure why all that hype around just another park, may be because its in the center of downtown Philadelphia.

Nice place to stop by and have something to eat. It's walkable from some major tourist spots nearby. And, been there this month to attend Chinese Lantern Fest during Father's Day weekend..",positive
1529793108124,google,It's barely a park. Little or no greenery. Disappointed.,negative
1529793049532,google,Love it!,positive
1529846375223,google,Just wonderful view,positive
1529857496145,google,Upgrade from the other park but very boring.,negative
1529881055938,google,Its love park !,positive
1529868455279,google,Good fun,positive
1529898244759,google,Really nice. Two ping pong tables so far each time I have been the paddles and balls have been there. Fountain is nice. Especially when a nice breeze comes by.,positive
1529920136668,google,"Nice calm and beautiful space, suitable for family and couples",positive
1529931287460,google,This is a very nice place to visit.,positive
1529944110204,google,Indeed I felt the love,positive
1530015847661,google,"Love this place! Been there twice, love the update! Planning a trip with my girls to Philly so I can go back and take them! I'll be back Philly!!",positive
1530048800877,google,Ok i want the old look back so bad wish they never removed it so 😔,negative
1530050810759,google,😍😍😍😍,positive
1530126669884,google,"This is a great area, to take a lot of photos and take in Philadelphia. The sculpture is iconic, and representative of the city's nickname the City of Brotherly Love. The location is a great place to walk around with the City Hall being so close and Reading Terminal Market only a few blocks east of here, additionally the Philadelphia museum of Art is close and the ""Rocky"" steps. Great fun place to go snap some pictures and enjoy the city.",positive
1530207019174,google,The fountain was removed,negative
1530232568584,google,Vert disappointing transformation of a once very unique spot. LOVE has lost its luster here Not a single mention of the history of this Plaza and its connection to JFK and his relationship with Philadelphia. Those who approved and designed this New Love Park should feel disgraced by its failures on so many levels.,negative
1530239150982,google,Excellent place to take photos and relax in the deck chairs,positive
1530372925441,google,"Not too crowded, nice fountain",positive
1530462247562,google,Home to the well-known Love statue which has become an iconic image associated with Philly.  Popular spot for people to take photos and enjoy the view that extends down to the Art Museum.  Great spot.  #FlyEaglesFly,positive
1530444908562,google,"Live music, beautiful view of museum row from this little gem",positive
1530461368917,google,looks really nice and lovely.....,positive
1530426534719,google,Love Love Park On My Husband Birthday,positive
1530532963023,google,"Beautiful, just a few shadows in a really sunny day.",positive
1530580413375,google,Great renovation .. and nice tourist spot,positive
1530641378122,google,Beautiful scenery.  Close to everything that's Philadelphia,positive
1530702371565,google,Love Park is in a perfect spot in Philly. Water fountain & Philadelphia museum minutes away. Great space to picnic.,positive
1530717698015,google,It's a great park for taking family pictures but there are so many people trying to get their pictures that you have to be quick to get yours,positive
1530746829342,google,Very nice wish the founting was still there but still very nice,positive
1530731653486,google,Picturesque,positive
1530745775321,google,Very pretty and clean,positive
1530663222979,google,"(Translated by Google) He is formidable, charming ...

(Original)
Es formidable ,encantador...",positive
1530699665602,google,"(Translated by Google) Cute, serene and romantic space

(Original)
Espacio lindo, sereno y romántico",positive
1530739035561,google,"(Translated by Google) Excellent

(Original)
Excelente",positive
1530818889842,google,Love the space,positive
1530888033805,google,"It had been a few years since I've visited Love Park. I use to walk by it regularly and it was never worth stopping. Now the park is beautiful! It is great for all ages!

I guess you could say it was modernized!",positive
1530907490040,google,To many young people with skate boards.,negative
1530840121536,google,"(Translated by Google) Beautiful historical park

(Original)
حديقة جميله تاريخية",positive
1530923982089,google,"The newly redesigned parl lacks charm, character and shade!",negative
1531002043275,google,Very nice !,positive
1531002262612,google,Cool situation....,positive
1530991357664,google,Comfy and clean,positive
1531090726730,google,"One of the cleanest place to take photos of your family. The environment is family oriented, background and scenery are one for the ages. I would strongly recommend this place to shop, take family portraits because I have an excellent experience that cannot be compared to any.",positive
1531023859624,google,Sometimes I miss the previous spring but the new one is also very cool. No skaters anymore. Can enjoy food truck. Has old but cheap parking lot.,positive
1531010508631,google,Always beautiful and full of Love! :-),positive
1531008297721,google,Much smaller than i imagined,negative
1531148090009,google,I love the new layout! My kids and I loved it! Table tennis a water show and a relaxing place to chill. My type of park!,positive
1531154936398,google,"(Translated by Google) And beautiful but it was having a makeover when I went so I couldn't explore any more.

(Original)
E bonito mas estava tendo uma reforma quando eu fui então não deu para explorar um pouco mais .",neutral
1531115409500,google,"(Translated by Google) Beautiful place..

(Original)
Hermoso lugar..",positive
1531263361947,google,Didn't fall in love there but it was a nice park in the city for a late night visit,positive
1531246346334,google,Love park is lovely,positive
1531249233305,google,Great view.,positive
1531265487032,google,BEAUTIFUL!,positive
1531255306197,google,Fun looking at the fountain,positive
1531253943532,google,Beautiful,positive
1531192146536,google,"(Translated by Google) Famous and beautiful park in Philadelphia. You can enjoy wonderful views of the town hall. It can be seen that the part of the town hall is whiter than the rest of the building. The city council ran out of budget to clean everything.

(Original)
Parque famoso y bonito de Filadelfia. Se puede disfrutar de maravillosas vistas del ayuntamiento. Se puede apreciar que la parte del ayuntamiento es más blanca que el resto de edificio. El ayuntamiento se quedó sin presupuesto para limpiar todo.",positive
1531342936335,google,Beautiful. I loved seeing the park utilized in many ways.,positive
1531318621905,google,"Very clean, great atmosphere definitely take the kids back again",positive
1531345999380,google,Home sweet home!!,positive
1531438109950,google,Fun for 4th of July!,positive
1531431276743,google,Good choice for visiting,positive
1531362736940,google,Just love it,positive
1531368358469,google,Loved it,positive
1531452161582,google,"Place is recently renovated. The renovation took twice as long to complete versus the plan. Clean and new open spaces for everyone to enjoy. Icon ""LOVE"" sign is a must-take picture for all who has visited or visiting Philadelphia. Convenient located near city hall. A short walk to various nearby places (Chinatown, Benjamin Franklin Parkway, Art Museum, Reading Terminal). Occasional events helped to make the area more lively and better utilized the spaces.",positive
1531512679355,google,Relaxing place,positive
1531495980163,google,Nice!,positive
1531533088788,google,Beautiful Park. U shud definitely visit on ur trip 2 beautiful Philly.,positive
1531662817628,google,"Fountain, seating and games offers charming respite in city center.  Ping pong tables and green space are nice and the lights make the fountain extra lovely.  Just across from Dilworth park for another great outdoor water play area.",positive
1531698909598,google,Great view of the city hall from here. Also great for pictures.,positive
1531674174296,google,Nice new design,positive
1531627027674,google,nice for kids at night,positive
1531697370829,google,Excellent place to hangout,positive
1531616132280,google,It's dum and a waste of time money and people's taxes it was never nothing wrong with the 1st setup,negative
1531659099150,google,Nice place to Relax,positive
1531745116448,google,Decent Park... nice floor Fountains,positive
1531764756470,google,I was looking for love,neutral
1531767109332,google,"(Translated by Google) A great place for photos with the whole family or young people!

(Original)
Отличное место для фоток всей семьёй или молодым!",positive
1531844616808,google,"Everything about this was smaller than I imagined, lol, but it was clean and is a nice place to take the littles on a hot day.",positive
1531843953043,google,Has 'LOVE' sign,positive
1531848211086,google,A space for lovers of SELF🙏😍,positive
1531919586372,google,"A beautiful park in the heart of the city. There are a ton of great restaurants and bars around surrounded by cool historical architecture. If you are walking downtime it's worth a pass by and a picture under the famous LOVE design. Definitely within walking distance of other major attractions, museums and history.",positive
1531915407417,google,"Great place to have lunch, it has seated area, great for children and it has ping pong tables. Plus the famous LOVE SIGN for pictures. This is a must see place!",positive
1531919403427,google,The new renovation is nice.  They added more places for you to sit comfortably to enjoy the atmosphere. Lots of foot traffic and strong police presence.,positive
1531940666869,google,Very good restoration nice place for pictures of love sculpture and down parkway towards art museum plus great shots of center city and William Penn,positive
1531922911315,google,The park looks great thanks for letting me sit and enjoy the time off,positive
1531882160930,google,It's just a word love but the part of the area which awesome.,positive
1531954204747,google,Beautiful,positive
1531889249532,google,Nice scenery,positive
1531940400586,google,The should have more trees.,positive
1531946560342,google,"(Translated by Google) Handsome

(Original)
Hermoso",positive
1532042068184,google,I thought the sign was bigger than it was but hey its still picture worthy! The splash fountain is a great idea for little fun in the sun.,positive
1532028321217,google,"I had a great time simply hanging out with friends. I was really young when I went, I didn't realize I was visiting ""Love Park"" but it was cool. I love Philly, I miss it and want to go back!!",positive
1531965338161,google,"It's beautiful! Kids can run in the water, lots of seating. Love it. I enjoy relaxing in the park after work.",positive
1532028544273,google,Beautiful park with plenty of outdoor seating & you can charge your electronics also.,positive
1532022221046,google,Nice place to visit smaller then I thought.,positive
1532006968209,google,This is a nice place to take a night time walk to,positive
1532032524983,google,"(Translated by Google) Nice little gem with great view

(Original)
Fin lille perle med fantastisk view",positive
1532126964305,google,Great place to hand and relax,positive
1532147153434,google,I love LOVE Park,positive
1532154454140,google,Very nice,positive
1532212588878,google,It's just nasty now-a-days......,negative
1532266737901,google,"Love park has always been a spectacular attraction downtown Philly. We had great expectations when it closed down for rehabilitation.. now that it's all finished with new seats and open space, phone charging docks am not sure I like it .. however.. i may be stuck in the past.. go see and let us know your views",neutral
1532294963066,google,Fall in love again,positive
1532281321463,google,Been going here since a child..memories!,positive
1532225474944,google,Nice place to visit,positive
1532294655059,google,New park sucks something out of the Sims. Boo,negative
1532367814525,google,"It's a very beautiful park with a lot of places to sit and relax, you can take in the scenery of the city and enjoy a nice meal, there are some homeless people there which asks for money, but that isn't much of an issue to me",positive
1532376049658,google,Personal opinion. Look better the way it was before.,negative
1532304854744,google,Nice place to cool off,positive
1532315326755,google,Lovely place!,positive
1532369853200,google,New park is trash.,negative
1532369086658,google,Beautiful,positive
1532365536786,google,Needs work,negative
1532380939888,google,"(Translated by Google) Nice and friendly place to visit in Philadelphia.

(Original)
Bonito y agradable lugar para visitar en Philadelphia.",positive
1532438846506,google,"Has plenty of seating in these rad orange chairs. It's nice to see the kids running around in the fountain.
I'm just wondering why they still have a metal gate up I'm the park surrounding the fountain though. Makes it looked unfinished. This is still a nice place to go and sit in some grass and read a book.",positive
1532393723648,google,It's beautiful park and the new love park flows more seamlessly into Dilworth park. As you can see in the photo below.  But I will forever miss the massive fountain and huge beautiful trees.  There is however more places to sit and relax. Along with new tables and chairs.,positive
1532453204210,google,It's a great place to sit and people watch and have lunch on a sunny day.,positive
1532485648049,google,It's a slab of concrete and tourist attraction it's not no park tho.,negative
1532542850424,google,Cool place to take it easy,positive
1532542931341,google,Lovely,positive
1532558816204,google,"(Translated by Google) Very clean

(Original)
Sehr sauber",positive
1532599352368,google,So... definitely wasn’t as big as they show in the movies but still glad to cross it off my bucket list,positive
1532644813608,google,"Tourist or native, this is a nice spot to visit.",positive
1532632663098,google,Expected larger love sign,neutral
1532578099914,google,"Fun, and exciting",positive
1532610641687,google,Picturesque,positive
1532576711321,google,Nice,positive
1532662242309,google,"Cute little park, right off the City Hall square. Museum of art is not as close as we thought it would be so we didn't walk it.",positive
1532817431006,google,"What happened to this place :( Probably one of the best skate spots in the world, that's now no longer. Philly....you lost one legendary place.",negative
1532801848664,google,The revitalize park looks nice. Added sprinklers are a nice touch.,positive
1532881980729,google,Great park to relax and take pictures ;),positive
1532874887313,google,Definitely better than the pics!,positive
1532840626829,google,My city philly in the building so much to see and do🤗,positive
1532894361799,google,Great for a relaxing evening walk,positive
1532831146134,google,Have fun couples,positive
1532870719789,google,Comfortable,positive
1532916278351,google,Beautiful day out the kids loved it it was very nice and we got for your water ice and pretzels and we talked to everyone and there were just so many beautiful people there,positive
1532939437026,google,Not the same,negative
1532998692539,google,Famous place for photo,positive
1532995415414,google,I go to zumba there,neutral
1532997555178,google,Nice place,positive
1533148394983,google,Nice and breezy. Very relaxed.,positive
1533161730591,google,I like the water it's pretty and relaxing!,positive
1533130271305,google,The remodeling of the park is done very well and is a huge improvement.  The sign has been returned to the park.,positive
1533139186440,google,It was nice,positive
1533141938457,google,"(Translated by Google) Romantic 😍😘🤩

(Original)
Romántico 😍😘🤩",positive
1533154884730,google,"(Translated by Google) Pleasant

(Original)
Agradable",positive
1533179368437,google,For a park so close to city hall there is surprisingly little greenery here.  It seems like predominantly paved surfaces. You'll probably only spend 15 to 30 minutes here.,negative
1533176755834,google,"Sight seeing is better than a pic, but if you can't be there the pic will do!",positive
1533213767638,google,Nice place for a picture,positive
1533240832437,google,beautyful site,positive
1533242137292,google,"(Translated by Google) Nice place to spend the afternoon

(Original)
Lindo lugar para pasar la tarde",positive
1533247308887,google,"(Translated by Google) Beautiful

(Original)
Bello",positive
1533317735535,google,"I LOVE the revamped park! Lots of places to sit and relax. A nice fountain to admire, or for kids to cool off!! Very inviting for everyone.",positive
1533304587381,google,Great place to visit,positive
1533400250355,google,Iconic LOVE statue..must take the time to get a photo. There was a line for people to get individual photos with the statue. Otherwise chill outdoor space.,positive
1533346627430,google,Take the kids here to get the wiggles out. Such a fun location to play in the water.,positive
1533343172092,google,Super small and not much to do outside of taking your photo with people you love under the statue of love in the city of brotherly love.,positive
1533400836786,google,"The design is ok, I feel the space is still a under achievement as far as being new and modern. It needs more ""pop"" and less rats!! Also the homeless people turn it into a dicey environment at night. They are so unpredictable and scary to children.",negative
1533424778497,google,This is my favorite park in Philly!,positive
1533349627522,google,"(Translated by Google) Nice decor, lounge chairs, and illuminated water fountains at night

(Original)
Bonita decoración, sillas para descansar, y fuentes de agua con iluminación por la noche",positive
1533506106503,google,"Iconic location in Philadelphia. After the remodeling there are more open spaces and though done might note like it, I enjoy the location just add much as much as before. The previous fountain has been transformed into two smaller areas with water sprinklers which are more kid friendly",positive
1533473377953,google,Awesome philly spot. Dope place to chill and read a good book.,positive
1533482623888,google,Excellent food  freindly staff,positive
1533476432924,google,You have to Love Love Park!,positive
1533534792989,google,Love this place. Asked my fiance to marry me here. The background legend. It's awesome.  Pictures from ❤️ park and surrounding plaza.,positive
1533563162124,google,Was a great place to sit and relax. Lots of people getting photos. If you went to the far side there were lots of homeless people panhandling but idk if that's even consideres part of the park.,positive
1533518202654,google,Nice place for kids to enjoy with grownups lounging around.There are table.tennis tables as well.There seems to be a design faux pas as the water from the fountain does not follow the proper path.But all together a great place for families.,positive
1533580495507,google,Excellent. Enviorement,positive
1533577500088,google,"Not much here, other than Love sculpture",neutral
1533592951005,google,"(Translated by Google) The symbol of love in Philadelphia.

(Original)
Le symbole de l'amour à Philadelphie..",positive
1533663334766,google,"Good location, and well kept park. Still has a small amount of construction to be finished by I'm sure it will look even better when that's done!",positive
1533615649930,google,"Great place to spend an evening walking, log of historical buildings nearby.",positive
1533686207295,google,Great place to relax and enjoy family fun,positive
1533604961760,google,Great place to visit in Philly,positive
1533674440687,google,Love taking pictures here,positive
1533648163250,google,The fountain is gone,negative
1533702246404,google,"Damn I'm in love with this park, especially at night..",positive
1533772171259,google,Be prepared for a wait.,negative
1533705269107,google,11/10 Love it. Do it!,positive
1533744977686,google,Awesome,positive
1533766697164,google,"(Translated by Google) Very nice park!

(Original)
Muy lindo parque!",positive
1533782603046,google,"It will take 30 seconds of your life, but a little bit (sculpture) of love can last a lifetime...",positive
1533845684625,google,"Love park , Loved it !!.when you walk through Arch street towards love park
Behind it there is a statue and  be watchful when you are around",positive
1533852395729,google,"Nice park here, but long line for photograph",positive
1533900686565,google,The kids loved it. Ran through the fountains and played with water.,positive
1533938301030,google,Beautiful in downtown Philly must go visit again,positive
1534013468091,google,"Ever since the renovation, this park became boring and lost its personality and charm. Doesn't allow skaters and the LOVE statue isn't even the original!",negative
1533955032607,google,Beautiful night! That photo op!,positive
1534039704437,google,Love park is an awesome place to hang out at with your friends and family.. we walked across the entire park .. it's has beautiful fountains and a an amazing seating area where you can lay back and watch them and also a huge chunk of the city surrounding yourself with people and historical buildings :),positive
1534043392776,google,Cool site wish something said Philly. The fountain lit up and was nice,positive
1534157182813,google,Beautiful site to see when your in Philly,positive
1534175873857,google,"(Translated by Google) A beautiful park in the heart of Philadelphia. Nice idea the ping-pong tables, we saw people of different social classes there having great games.

(Original)
Un beau parc en plein coeur de Philadelphie. Belle idée les tables de ping-pong, nous y avons vu des gens de classes sociales differentes y faire de belles parties.",positive
1534281704803,google,Such a neat park! Nearby there is also a Amorett statue.,positive
1534236643944,google,Beautifully set up just wish it still looked a bit of what it use too but I really like the new set up beautifully done Philadelphia!!!...,positive
1534209396155,google,Great park and a wonderful photo opportunity.,positive
1534213623940,google,Interesting place,positive
1534297178773,google,"Pretty nice. On the day I visited there were two ping pong tables set up (table tennis, for you snobs). Love sculpture is a bit small though. Like, can't we show a little more love?",positive
1534332593811,google,"Nice park only thing i feel like the parking is to high. I don't like the fact we had to park underground and lastly the chairs and tables should be bolted to the ground, they were scattered. But nice little park. And it is little.",negative
1534356440760,google,We had fun,positive
1534355680411,google,Excellent,positive
1534297269365,google,"(Translated by Google) Nice park to walk !!

(Original)
Lindo parque para caminar!!",positive
1534377700753,google,Good place for a quiet evening.,positive
1534420373158,google,Lovely spot for families!,positive
1534379327559,google,Good place to chill,positive
1534467711311,google,The love sign is smaller than I imagined but a lovely place to hang out. Lots of fun!,positive
1534522962905,google,Lovely spot to sit and enjoy your coffee. Good people watching.,positive
1534479810767,google,"Some open space with lights, a fountain, and of course the love LOVE installation. A nice place to people watch day or night.",positive
1534503130875,google,Great place to eat lunch while the weather is nice,positive
1534464619138,google,Great place to hang out and enjoy the city,positive
1534512748272,google,Too many people taking pics and no consideration of one another,negative
1534574677970,google,"No matter who you with or what you doing, just stop there and enjoy the city movement",positive
1534587583062,google,The new design by Citizen Bank is NOTHING like the old love park which makes it kinda boring now .Its barely any shade close by the water .,negative
1534556884766,google,Lots going on. Nice place to hangout.,positive
1534615625655,google,New renovation is great,positive
1534613066970,google,Great,positive
1534610131203,google,"(Translated by Google) For its charm and place

(Original)
Por su encanto y lugar",positive
1534702258940,google,"The new Love square is beautiful😍. The sad thing is that Philly looks a little unsafe. For the time we were there, Saturday night 10:30 PM, we saw a man writhe and yelling on the ground, and a dirty bike gang drive in circles around the square. No police, nothing, totally without control.",positive
1534694019039,google,Quick place for a classic Philly photo. Also have a cute water park  for small kids. Parking is tough. Use a garage so you have time to enjoy.,positive
1534708870734,google,"Nice place, right in the center of town, surrounded by skyscrapers",positive
1534707109697,google,"Beautiful place to be, enjoyed myself",positive
1534678640012,google,"""What's not to love?""  (And ask the park ranger to point out all the sights. They have rangers for everything in Philly!)",positive
1534647171928,google,Calm and serene,positive
1534757356473,google,Always an enjoyable visit!  Family friendly atmosphere with fountains that adults and kids both can enjoy and interact. They didn't mind when I lit up a few fireworks!,positive
1534738359190,google,"Still good. A little different from how it was before, but still good",positive
1534724451256,google,Still not sure how I feel about the new Love.,neutral
1534824895072,google,A nice place to visit right in the heart of the city. But not exactly sure why people would wait in lines to take a picture with the statue though 🙂,positive
1534824119275,google,Renovation of Love Park has left it a shell of it's former self. Very disappointed.,negative
1534943631058,google,"Te Love Park is indeed lovely, you can take amazing pictures and won’t regret to go there.",positive
1534962595453,google,"Nice tables & chairs placed by an interactive water exhibit.
Fun family water play in a urban settings.
Love it. Look for more to do!",positive
1534901260917,google,The new renovated park is so nice! The seating area is a nice place to have lunch with. I wish the fountain stayed on though,positive
1534966369779,google,It's very nice to visit I like it a lot eat your lunch etc plus charge your phone,positive
1534940536398,google,"Landed my first (and last) kickflip here back in 94. The park is almost unrecognizable now, but I still like it.",positive
1534947496950,google,Beautiful park,positive
1534962589147,google,"(Translated by Google) Very nice park in the city center

(Original)
Très beau parc dans le centre-ville",positive
1534953953888,google,"(Translated by Google) Not very bulky

(Original)
Pas très volumineux",neutral
1535036652789,google,Pretty basic park. Nice to just have a seat and relax,positive
1534985676997,google,"Good tourist area.  Pretty, nice & clean",positive
1535021788634,google,"(Translated by Google) Interesting view.

(Original)
Interesante vista.",positive
1535063229760,google,"(Translated by Google) Magnificent

(Original)
Magnifique",positive
1535147398351,google,Scenic and iconic. Great views of City Hall and Franklin Parkway.,positive
1535153643890,google,Too many bums,negative
1535198704716,google,Open space in center city and neat chairs to sit on instead of concrete benches.,positive
1535237308674,google,"(Translated by Google) An open park, connected with an attractive street

(Original)
منتزه مفتوح ، مرتبط مع شارع جذاب",positive
1535283569641,google,What a waste of what used to be beautifully designed public space. It bums me out that the Powers That Be would rather literally raze the old Love Park just because some skaters realized it was perfectly designed (and some unhomed people found some respite there). Now it's basically broad flat concrete with barely any shade. Disappointing and frustrating use of millions of dollars,negative
1535327003398,google,Love the architecture,positive
1535326523128,google,$12.00 weekend parking,negative
1535330486604,google,Makeover look marvelous... love it very peaceful... just need some outlets .. had to cut my visit short,positive
1535358505450,google,WOULD have been fun BUT I HAD TO BABY SIT I WAS JUST A BROTHER THANKS TIFF M,neutral
1535390477250,google,Lots of traffic and there's still some construction going around it. The newly finished look and the water fountain is pretty.,positive
1535376033105,google,It's not a park just concentrate cement,negative
1535348721384,google,"(Translated by Google) Very nice place, neat and clean

(Original)
Muy lindo lugar, prolijo y limpio",positive
1535452624801,google,Newly renovated and very much needed. Great job Philadelphia.,positive
1535497769844,google,Beautiful,positive
1535420498582,google,"Its an open park with city view and chairs ,tables are placed and can be accessed by public.",positive
1535500377726,google,Great sights!,positive
